age,balance,day,duration,campaign,pdays,previous,subscribed,has_previous_contact,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_no_previous_contact,poutcome_other,poutcome_success,total_contacts,days_per_contact,age_group_middle_age,age_group_mature,age_group_senior,age_group_elderly,cluster
-0.3333333333333333,-0.1373747952363804,1,1.4707073502696346,1.0,-0.2910128388017118,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,-0.0139204072408953,True,False,False,False,2
0.0555555555555555,0.1073801569235294,1,-0.0134131906326027,1.0,-0.2796005706134094,-0.5,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.2728609148647684,True,False,False,False,2
1.1666666666666667,0.3441919184304388,1,-0.6568891812548778,1.0,0.3252496433666191,-0.5,0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.9385285092414184,False,False,True,False,2
0.5,-0.1319080833702459,1,0.1565809225888351,0.0,0.3195435092724679,0.0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.434044577654083,False,True,False,False,2
0.8888888888888888,0.3247640788629861,1,0.7430738455478758,0.0,0.7132667617689016,-0.5,0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3333333333333333,1.3655605509170057,False,False,True,False,2
0.4444444444444444,0.2745063799001264,1,0.7073781822128816,0.0,-0.2796005706134094,0.5,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,-0.1447513023620923,False,True,False,False,2
-0.2222222222222222,0.8021901473142489,1,-0.4005984167502606,1.0,0.4051355206847361,-0.5,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.026446870762863,True,False,False,False,2
0.3888888888888889,-0.1337276733386888,1,0.0646166662230632,3.0,0.8388017118402282,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6666666666666667,0.264069078712624,False,True,False,False,2
1.1111111111111112,-0.209732596094423,1,-0.6991808591297684,1.0,-0.268188302425107,0.0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,0.0028259473346178,False,False,True,False,2
0.6111111111111112,3.323685600944437,1,0.1978772439451865,2.0,-0.2853067047075606,0.0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6666666666666666,-0.009733818597017,False,True,False,False,2
0.0,0.127499356149052,2,1.4640921166218963,0.0,-0.2853067047075606,0.5,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,-0.147891243845001,True,False,False,False,2
0.6111111111111112,-0.3454825907659506,2,0.2621432286577816,0.0,0.8502139800285307,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.8233973215347653,False,True,False,False,2
-0.1111111111111111,1.6236893293102783,2,0.3194362753400932,0.0,-0.2738944365192582,0.0,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.0013606413092604,True,False,False,False,2
0.0555555555555555,-0.0356916386404159,2,0.9762700943221772,1.0,-0.268188302425107,1.5,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,-0.2797687861271676,True,False,False,False,2
0.5555555555555556,-0.5588439291048933,2,-0.5029041898413316,0.0,0.485021398002853,-0.5,0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3333333333333333,1.1143652322843074,False,True,False,False,2
0.0,-0.5588439291048933,2,0.7386775083656467,1.0,0.485021398002853,-0.5,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.1143652322843074,True,False,False,False,2
0.4444444444444444,-0.5977817566028961,2,-0.3812782191778021,0.0,0.6733238231098431,0.0,0,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6936130735745379,False,True,False,False,2
-0.1666666666666666,0.0073437800498382,2,-1.464110862381985,0.0,-0.2624821683309558,-0.5,0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3333333333333333,0.2917005637622208,True,False,False,False,2
1.1111111111111112,-0.5575666011613069,2,0.3612371109492462,0.0,-0.6733238231098431,0.0,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.2944218463807416,False,False,True,False,2
-0.1666666666666666,1.5628461578883674,2,1.5920335284311296,2.0,0.1997146932952924,3.0,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.6666666666666665,-0.2595336076817558,True,False,False,False,2
-0.3333333333333333,-0.2916766382030428,2,-1.1701653879107894,1.0,-0.2796005706134094,1.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,-0.2282737458074644,True,False,False,False,2
-0.4444444444444444,-0.5588439291048933,2,0.2269251889306364,1.0,0.7532097004279601,0.0,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,0.7522253145888342,False,False,False,False,2
0.8333333333333334,0.5575436318608883,2,0.7096449672120645,0.0,0.5991440798858774,-0.5,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3333333333333333,1.2399628916006564,False,False,True,False,2
0.1111111111111111,0.144386895339091,2,0.551103608542544,1.0,0.4336661911554921,0.5,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6666666666666666,0.2477413830014986,True,False,False,False,2
1.0555555555555556,0.6689005905795977,2,0.0770774178712739,1.0,0.4507845934379458,0.5,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6666666666666666,0.2571612074502248,False,False,True,False,2
