age,balance,day,duration,campaign,pdays,previous,subscribed,has_previous_contact,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,housing_yes,loan_yes,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_no_previous_contact,poutcome_other,poutcome_success,total_contacts,days_per_contact,age_group_middle_age,age_group_mature,age_group_senior,age_group_elderly
-0.3333333333333333,-0.13737479523638046,1,1.4707073502696346,1.0,-0.29101283880171186,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,-0.01392040724089537,True,False,False,False
0.05555555555555555,0.10738015692352945,1,-0.01341319063260277,1.0,-0.2796005706134094,-0.5,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.27286091486476843,True,False,False,False
1.1666666666666667,0.34419191843043884,1,-0.6568891812548778,1.0,0.3252496433666191,-0.5,0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.9385285092414185,False,False,True,False
0.5,-0.13190808337024595,1,0.15658092258883513,0.0,0.3195435092724679,0.0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.43404457765408305,False,True,False,False
0.8888888888888888,0.32476407886298614,1,0.7430738455478758,0.0,0.7132667617689016,-0.5,0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3333333333333333,1.3655605509170055,False,False,True,False
0.4444444444444444,0.2745063799001264,1,0.7073781822128816,0.0,-0.2796005706134094,0.5,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,-0.14475130236209233,False,True,False,False
-0.2222222222222222,0.8021901473142489,1,-0.4005984167502606,1.0,0.4051355206847361,-0.5,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.026446870762863,True,False,False,False
0.3888888888888889,-0.13372767333868882,1,0.06461666622306321,3.0,0.8388017118402282,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6666666666666667,0.264069078712624,False,True,False,False
1.1111111111111112,-0.20973259609442305,1,-0.6991808591297684,1.0,-0.268188302425107,0.0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,0.0028259473346178726,False,False,True,False
0.6111111111111112,3.323685600944437,1,0.1978772439451865,2.0,-0.28530670470756064,0.0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6666666666666666,-0.009733818597017036,False,True,False,False
0.0,0.12749935614905208,2,1.4640921166218965,0.0,-0.28530670470756064,0.5,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3333333333333333,-0.14789124384500105,True,False,False,False
0.6111111111111112,-0.3454825907659506,2,0.2621432286577816,0.0,0.8502139800285307,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.8233973215347653,False,True,False,False
-0.1111111111111111,1.6236893293102785,2,0.3194362753400932,0.0,-0.2738944365192582,0.0,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.0013606413092604604,True,False,False,False
